,Manufacturer,Model,Car_Name,Variant,Body_Type,Fuel_Type,Gear_Type,Drivetrain,Displacement,Cylinders,Mileage,Power,Torque,Fuel_tank,Height,Length,Width,Doors,Seats,Wheelbase,Airbags,On_road_price
0,Tata,Nano Genx,Tata Nano Genx,Xt,Hatchback,Petrol,Manual,RWD (Rear Wheel Drive),624,2,23.6,37.48,51,24.0,1652.0,3164.0,1750.0,5,4,2230.0,0,296764
1,Tata,Nano Genx,Tata Nano Genx,Xe,Hatchback,Petrol,Manual,RWD (Rear Wheel Drive),624,2,23.6,37.48,51,24.0,1652.0,3164.0,1750.0,5,4,2230.0,0,239757
3,Tata,Nano Genx,Tata Nano Genx,Xta,Hatchback,Petrol,Automatic,RWD (Rear Wheel Drive),624,2,21.9,37.48,51,24.0,1652.0,3164.0,1750.0,5,4,2230.0,0,339454
4,Tata,Nano Genx,Tata Nano Genx,Xm,Hatchback,Petrol,Manual,RWD (Rear Wheel Drive),624,2,23.6,37.48,51,24.0,1652.0,3164.0,1750.0,5,4,2230.0,0,276034
5,Tata,Nano Genx,Tata Nano Genx,Xma,Hatchback,Petrol,Automatic,RWD (Rear Wheel Drive),624,2,21.9,37.48,51,24.0,1652.0,3164.0,1750.0,5,4,2230.0,0,319222
6,Datsun,Redi-Go,Datsun Redi-Go,D,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1541.0,3429.0,1560.0,5,5,2348.0,0,283565
7,Datsun,Redi-Go,Datsun Redi-Go,T,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1541.0,3429.0,1560.0,5,5,2348.0,0,356757
8,Datsun,Redi-Go,Datsun Redi-Go,A,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1541.0,3429.0,1560.0,5,5,2348.0,0,338086
9,Datsun,Redi-Go,Datsun Redi-Go,S,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1541.0,3429.0,1560.0,5,5,2348.0,0,367068
10,Datsun,Redi-Go,Datsun Redi-Go,1.0 S,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),999,3,22.5,67.07,91,28.0,1541.0,3429.0,1560.0,5,5,2348.0,0,395460
11,Datsun,Redi-Go,Datsun Redi-Go,1.0 S Amt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),999,3,23.0,67.07,91,28.0,1541.0,3429.0,1560.0,5,5,2348.0,0,443183
12,Renault,Kwid,Renault Kwid,Rxe 0.8,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1490.0,3731.0,1579.0,5,5,2422.0,1,358236
13,Renault,Kwid,Renault Kwid,Std 0.8,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1490.0,3731.0,1579.0,5,5,2442.0,1,287256
14,Renault,Kwid,Renault Kwid,Rxl 0.8,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1490.0,3731.0,1579.0,5,5,2422.0,1,388656
15,Renault,Kwid,Renault Kwid,Rxt 0.8,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),799,3,25.17,53.26,72,28.0,1490.0,3731.0,1580.0,5,5,2422.0,1,419076
16,Renault,Kwid,Renault Kwid,Rxt 1.0,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,1,439356
17,Renault,Kwid,Renault Kwid,Climber 1.0 Mt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,1,460852
18,Renault,Kwid,Renault Kwid,Rxt Amt 1.0,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),999,3,24.04,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,1,469776
19,Renault,Kwid,Renault Kwid,Climber Amt 1.0,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),999,3,24.04,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,1,491272
20,Renault,Kwid,Renault Kwid,Rxt (O) 1.0,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,2,447163
21,Renault,Kwid,Renault Kwid,Rxt (O) Amt 1.0,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,2,477583
22,Renault,Kwid,Renault Kwid,Climber (O) Mt 1.0,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),999,3,23.01,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,2,468660
23,Renault,Kwid,Renault Kwid,Climber (O) Amt 1.0,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),999,3,24.04,67.07,91,28.0,1490.0,3731.0,1579.0,5,5,2422.0,2,499080
24,Maruti Suzuki,Eeco,Maruti Suzuki Eeco,5 Str,MPV,Petrol,Manual,RWD (Rear Wheel Drive),1196,4,15.0,72.0,101,40.0,1800.0,3675.0,1475.0,5,5,2350.0,1,357065
25,Maruti Suzuki,Eeco,Maruti Suzuki Eeco,7 Str,MPV,Petrol,Manual,FWD (Front Wheel Drive),1196,4,15.0,72.99,101,40.0,1800.0,3675.0,1475.0,5,7,2350.0,1,385901
26,Maruti Suzuki,Eeco,Maruti Suzuki Eeco,5 Str With Ac+Htr,MPV,Petrol,Manual,RWD (Rear Wheel Drive),1196,4,15.0,72.0,101,40.0,1800.0,3675.0,1475.0,5,5,2350.0,0,398468
29,Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Lxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35.0,1475.0,3545.0,1490.0,5,5,2360.0,1,382874
30,Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Vxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35.0,1475.0,3545.0,1490.0,5,5,2360.0,1,399552
31,Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Lx,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35.0,1475.0,3545.0,1490.0,5,5,2360.0,1,365894
32,Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Vxi (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35.0,1460.0,3620.0,1475.0,5,5,2360.0,1,412939
34,Maruti Suzuki,Alto K10,Maruti Suzuki Alto K10,Vxi Amt (O),Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),998,3,24.07,67.07,90,35.0,1475.0,3545.0,1490.0,5,5,2360.0,1,444698
35,Datsun,Go,Datsun Go,D,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,380239
36,Datsun,Go,Datsun Go,T,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,474784
37,Datsun,Go,Datsun Go,T (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,509526
38,Datsun,Go,Datsun Go,A (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,506989
39,Datsun,Go,Datsun Go,A,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,476569
40,Datsun,Go,Datsun Go,T Vdc,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,535862
41,Datsun,Go,Datsun Go,T (O) Vdc,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,20.1,67.07,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,560757
42,Datsun,Go,Datsun Go,T Cvt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,20.1,76.93,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,602786
43,Datsun,Go,Datsun Go,T (O) Cvt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,20.1,76.93,104,35.0,1507.0,3788.0,1636.0,5,5,2450.0,2,626667
44,Maruti Suzuki,Celerio Tour,Maruti Suzuki Celerio Tour,H2,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,428358
46,Hyundai,Santro,Hyundai Santro,Era Mt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1086,4,20.3,68.06,99,35.0,1560.0,3610.0,1645.0,4,5,2400.0,1,436009
47,Hyundai,Santro,Hyundai Santro,Magna Mt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1086,4,20.3,68.06,99,35.0,1560.0,3610.0,1645.0,4,5,2400.0,1,511045
49,Hyundai,Santro,Hyundai Santro,Magna Amt,Hatchback,Petrol,AMT,FWD (Front Wheel Drive),1086,4,20.3,68.06,10,35.0,1560.0,3610.0,1645.0,4,5,2400.0,1,538423
50,Hyundai,Santro,Hyundai Santro,Sportz Mt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1086,4,20.3,68.06,10,35.0,1560.0,3610.0,1645.0,4,5,2400.0,1,520171
52,Hyundai,Santro,Hyundai Santro,Sportz Amt,Hatchback,Petrol,AMT,FWD (Front Wheel Drive),1086,4,20.3,68.06,10,35.0,1560.0,3610.0,1645.0,4,5,2400.0,1,578983
53,Hyundai,Santro,Hyundai Santro,Asta Mt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1086,4,20.3,68.06,99,35.0,1560.0,3610.0,1645.0,4,5,2400.0,2,564280
54,Tata,Tiago,Tata Tiago,Revotron Xe,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,114,35.0,1535.0,3765.0,1677.0,5,5,2400.0,2,466440
55,Tata,Tiago,Tata Tiago,Revotron Xt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,527280
56,Tata,Tiago,Tata Tiago,Revotron Xz,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,577980
57,Tata,Tiago,Tata Tiago,Revotron Xz Plus,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,607386
58,Tata,Tiago,Tata Tiago,Revotron Xz Plus Dual Tone,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1199,3,23.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,618540
59,Tata,Tiago,Tata Tiago,Revotron Xza,Hatchback,Petrol,AMT,FWD (Front Wheel Drive),1199,3,24.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,628680
60,Tata,Tiago,Tata Tiago,Revotron Xza Plus,Hatchback,Petrol,AMT,FWD (Front Wheel Drive),1199,3,24.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,658086
61,Tata,Tiago,Tata Tiago,Revotron Xza Plus Dual Tone,Hatchback,Petrol,AMT,FWD (Front Wheel Drive),1199,3,24.0,84.82,114,35.0,1535.0,3746.0,1647.0,5,5,2400.0,2,669240
62,Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Vxi (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,487809
63,Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Vxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,1,481850
64,Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Vxi Amt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,1,525452
65,Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Vxi Amt (O),Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,531411
66,Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Zxi,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,1,506730
67,Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Zxi (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,547914
68,Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Zxi Amt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,1,550333
69,Maruti Suzuki,Celerio X,Maruti Suzuki Celerio X,Zxi Amt (O),Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),998,3,23.1,67.07,90,35.0,1560.0,3600.0,1600.0,5,5,2425.0,2,560082
70,Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Alpha 1.2 Amt,Hatchback,Petrol,AMT,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,723892
71,Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Alpha 1.2 Mt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,676234
72,Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Delta 1.2 Amt,Hatchback,Petrol,AMT,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,616350
73,Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Delta 1.2 Mt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,568692
74,Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Sigma 1.2 Mt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,490086
75,Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Zeta 1.2 Amt,Hatchback,Petrol,AMT,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,639144
76,Maruti Suzuki,Ignis,Maruti Suzuki Ignis,Zeta 1.2 Mt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,20.89,81.86,113,32.0,1595.0,3700.0,1690.0,5,5,2435.0,2,591486
77,Renault,Triber,Renault Triber,Rxe,MUV,Petrol,Manual,FWD (Front Wheel Drive),999,3,20.5,71.02,96,40.0,1643.0,3990.0,1739.0,5,7,2636.0,2,501930
78,Renault,Triber,Renault Triber,Rxl,MUV,Petrol,Manual,FWD (Front Wheel Drive),999,3,20.5,71.02,96,40.0,1643.0,3990.0,1739.0,5,7,2636.0,2,566826
79,Renault,Triber,Renault Triber,Rxt,MUV,Petrol,Manual,FWD (Front Wheel Drive),999,3,20.5,71.02,96,40.0,1643.0,3990.0,1739.0,5,7,2636.0,2,617526
80,Renault,Triber,Renault Triber,Rxz,MUV,Petrol,Manual,FWD (Front Wheel Drive),999,3,20.5,71.02,96,40.0,1643.0,3990.0,1739.0,5,7,2636.0,4,672282
81,Premier,Rio,Premier Rio,Gx,SUV,Petrol,Manual,FWD (Front Wheel Drive),1173,4,16.0,74.96,103,46.0,1730.0,3970.0,1570.0,5,5,2420.0,0,513084
82,Premier,Rio,Premier Rio,Ex,SUV,Diesel,Manual,FWD (Front Wheel Drive),1489,4,16.0,63.12,152,46.0,1730.0,3970.0,1570.0,5,5,2420.0,0,576583
83,Premier,Rio,Premier Rio,Glx,SUV,Petrol,Manual,FWD (Front Wheel Drive),1173,4,16.0,74.96,103,46.0,1730.0,3970.0,1570.0,5,5,2420.0,0,679380
84,Premier,Rio,Premier Rio,Dx,SUV,Diesel,Manual,FWD (Front Wheel Drive),1489,4,16.0,63.12,152,46.0,1730.0,3970.0,1570.0,5,5,2420.0,0,611442
85,Premier,Rio,Premier Rio,Lx,SUV,Diesel,Manual,FWD (Front Wheel Drive),1489,4,16.0,63.12,152,46.0,1730.0,3970.0,1570.0,5,5,2420.0,0,749346
86,Premier,Rio,Premier Rio,Crdi4,SUV,Diesel,Manual,FWD (Front Wheel Drive),1248,4,23.7,71.02,183,46.0,1730.0,3970.0,1570.0,5,5,2420.0,0,749346
87,Toyota,Etios Liva,Toyota Etios Liva,G,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,527584
88,Toyota,Etios Liva,Toyota Etios Liva,V,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,589134
89,Toyota,Etios Liva,Toyota Etios Liva,Gd,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,656869
90,Toyota,Etios Liva,Toyota Etios Liva,Vx,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,638820
91,Toyota,Etios Liva,Toyota Etios Liva,Vxd,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,755430
92,Toyota,Etios Liva,Toyota Etios Liva,Vd,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,713856
93,Toyota,Etios Liva,Toyota Etios Liva,Dual Tone V,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,606067
94,Toyota,Etios Liva,Toyota Etios Liva,Dual Tone Vd,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,730789
95,Toyota,Etios Liva,Toyota Etios Liva,Dual Tone Vx,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,650683
96,Toyota,Etios Liva,Toyota Etios Liva,Dual Tone Vxd,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,767293
97,Toyota,Etios Liva,Toyota Etios Liva,Gx,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,566217
98,Toyota,Etios Liva,Toyota Etios Liva,Gxd,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,695604
99,Toyota,Etios Liva,Toyota Etios Liva,Vx Dual Tone Limited Edition,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.16,78.91,104,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,671977
100,Toyota,Etios Liva,Toyota Etios Liva,Vxd Dual Tone Limited Edition,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1364,4,23.59,67.07,170,45.0,1510.0,3884.0,1695.0,5,5,2460.0,2,788587
101,Nissan,Micra Active,Nissan Micra Active,Xl,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.97,67.07,104,41.0,1530.0,3801.0,1665.0,5,5,2450.0,2,532371
102,Nissan,Micra Active,Nissan Micra Active,Xv,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,19.49,67.07,104,41.0,1530.0,3801.0,1665.0,5,5,2450.0,2,608349
103,Nissan,Micra Active,Nissan Micra Active,Xl (O),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1198,3,18.97,67.07,104,41.0,1530.0,3801.0,1665.0,5,5,2450.0,2,571016
104,Tata,Bolt,Tata Bolt,Xt Diesel,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1248,4,22.95,73.97,190,44.0,1562.0,3825.0,1695.0,5,5,2470.0,2,799011
105,Tata,Bolt,Tata Bolt,Xe Diesel,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1248,4,22.95,73.97,190,44.0,1562.0,3825.0,1695.0,5,5,2470.0,0,670366
106,Tata,Bolt,Tata Bolt,Xm Diesel,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1248,4,22.95,73.97,190,44.0,1562.0,3825.0,1695.0,5,5,2470.0,0,703511
107,Tata,Bolt,Tata Bolt,Xms Diesel,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1248,4,22.95,73.97,190,44.0,1562.0,3825.0,1695.0,5,5,2470.0,2,729736
108,Tata,Bolt,Tata Bolt,Xt Petrol,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1193,4,17.57,88.77,140,44.0,1562.0,3825.0,1695.0,5,5,2470.0,2,684409
109,Tata,Bolt,Tata Bolt,Xe Petrol,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1193,4,17.57,88.77,140,44.0,1562.0,3825.0,1695.0,5,5,2470.0,0,536441
110,Tata,Bolt,Tata Bolt,Xm Petrol,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1193,4,17.57,88.77,140,44.0,1562.0,3825.0,1695.0,5,5,2470.0,0,598531
111,Tata,Bolt,Tata Bolt,Xms Petrol,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1193,4,17.57,88.77,140,44.0,1562.0,3825.0,1695.0,5,5,2470.0,2,623118
113,Hyundai,Xcent Prime,Hyundai Xcent Prime,T,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1197,4,15.7,81.86,114,43.0,1520.0,3995.0,1660.0,4,5,2425.0,0,544375
116,Hyundai,Xcent Prime,Hyundai Xcent Prime,T+ Crdi,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1197,4,20.14,69.04,114,43.0,1520.0,3995.0,1660.0,4,5,2425.0,2,648570
117,Hyundai,Xcent Prime,Hyundai Xcent Prime,T Crdi,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1197,4,20.0,70.03,114,43.0,1520.0,3995.0,1660.0,4,5,2425.0,2,628981
118,Maruti Suzuki,Dzire Tour,Maruti Suzuki Dzire Tour,Ldi,Sedan,Diesel,Manual,FWD (Front Wheel Drive),1248,4,28.4,73.97,190,42.0,1555.0,3995.0,1695.0,4,5,2430.0,0,662672
119,Maruti Suzuki,Dzire Tour,Maruti Suzuki Dzire Tour,Lxi,Sedan,Petrol,Manual,FWD (Front Wheel Drive),1197,4,22.0,81.86,115,42.0,1555.0,3995.0,1695.0,4,5,2430.0,0,561170
121,Hyundai,Elite I20,Hyundai Elite I20,Era 1.2,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.6,82.85,115,45.0,1505.0,3995.0,1710.0,5,5,2525.0,2,567528
122,Hyundai,Elite I20,Hyundai Elite I20,Era 1.4 Crdi,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1396,4,22.54,88.77,220,45.0,1505.0,3985.0,1734.0,5,5,2570.0,2,707572
123,Hyundai,Elite I20,Hyundai Elite I20,Magna Plus,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.6,82.85,115,45.0,1505.0,3985.0,1734.0,5,5,2570.0,2,643839
124,Hyundai,Elite I20,Hyundai Elite I20,Magna Plus Crdi,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1396,4,22.54,88.77,220,45.0,1505.0,3985.0,1734.0,5,5,2570.0,2,781594
125,Hyundai,Elite I20,Hyundai Elite I20,Sportz Plus,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.6,82.85,115,45.0,1505.0,3985.0,1734.0,5,5,2570.0,2,731796
126,Hyundai,Elite I20,Hyundai Elite I20,Sportz Plus Crdi Dual Tone,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1396,4,22.54,88.77,220,45.0,1505.0,3985.0,1734.0,5,5,2570.0,2,888368
127,Hyundai,Elite I20,Hyundai Elite I20,Asta (O) 1.2,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.15,82.85,114,45.0,1505.0,3995.0,1734.0,5,5,2570.0,6,820318
128,Hyundai,Elite I20,Hyundai Elite I20,Asta (O) Crdi,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1396,4,22.54,88.77,220,45.0,1505.0,3985.0,1734.0,5,5,2570.0,6,947079
129,Hyundai,Elite I20,Hyundai Elite I20,Asta (O) Cvt,Hatchback,Petrol,Automatic,FWD (Front Wheel Drive),1197,4,18.6,81.86,115,45.0,1505.0,3985.0,1734.0,5,5,2570.0,2,933886
130,Hyundai,Elite I20,Hyundai Elite I20,Sportz Plus Dual Tone,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.6,82.85,115,45.0,1505.0,3985.0,1734.0,5,5,2570.0,2,762216
131,Hyundai,Elite I20,Hyundai Elite I20,Sportz Plus Cvt,Hatchback,Petrol,Manual,FWD (Front Wheel Drive),1197,4,18.6,82.85,115,45.0,1505.0,3985.0,1734.0,5,5,2570.0,2,843336
132,Hyundai,Elite I20,Hyundai Elite I20,Sportz Plus Crdi,Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1396,4,22.54,88.77,220,45.0,1505.0,3985.0,1734.0,5,5,2570.0,2,857948
145,Volkswagen,Polo,Volkswagen Polo,Trendline 1.0L (P),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),999,3,18.78,74.96,95,45.0,1469.0,3971.0,1682.0,5,5,2469.0,2,590148
146,Volkswagen,Polo,Volkswagen Polo,Comfortline 1.0 (P),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),999,3,18.78,74.96,95,45.0,1469.0,3971.0,1682.0,5,5,2469.0,2,685971
147,Volkswagen,Polo,Volkswagen Polo,Highline Plus 1.0 (P),Hatchback,Petrol,Manual,FWD (Front Wheel Drive),999,3,18.78,74.96,95,45.0,1469.0,3971.0,1682.0,5,5,2469.0,2,787371
148,Volkswagen,Polo,Volkswagen Polo,Trendline 1.5L (D),Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1498,4,20.14,88.77,230,45.0,1469.0,3971.0,1682.0,5,5,2469.0,2,744783
149,Volkswagen,Polo,Volkswagen Polo,Comfortline 1.5 (D),Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1498,4,20.14,88.77,230,45.0,1469.0,3971.0,1682.0,5,5,2469.0,2,863421
150,Volkswagen,Polo,Volkswagen Polo,Highline Plus 1.5 (D),Hatchback,Diesel,Manual,FWD (Front Wheel Drive),1498,4,20.14,88.77,230,45.0,1469.0,3971.0,1682.0,5,5,2469.0,2,944541
